GLOTTOCODE	NAME	ISO_CODE	LATITUDE	LONGITUDE	GLOTTOLOG_FAMILY	TRESOLDI_GENUS	WALS_GENUS	WALS_SAMPLES100	WALS_SAMPLES200	AUTOTYP_STOCK	AUTOTYP_MBRANCH	AUTOTYP_SBRANCH	AUTOTYP_SSBRANCH	AUTOTYP_LSBRANCH
lang1327	Langkuru				Timor-Alor-Pantar	Kolana-Tanglapui								
lang1328	Pondi	lnm	-4.32557	143.925	Ulmapo	Ulmapo								
lang1332	Langas				Afro-Asiatic	West Chadic								
lang1333	Lang'e	yne			Bookkeeping									
lang1334	Languedocien	lnc			Bookkeeping									
lang1335	Langue des Signes Zairoise		-3.6211	17.7887	Sign Language	Sign Languages								
lang1336	Langue des Signes de Bouakako		8.065846	-3.548218	Sign Language	Sign Languages								
lang1337	Langues d'Oil				Indo-European	Romance								
lang1338	Langerudi				Indo-European	Iranian								
lang1339	Langpan-Tokhe				Sino-Tibetan	Northern Naga								
lanj1237	Lanjoda				Dravidian	South-Central Dravidian								
lank1241	Lankaviri				Atlantic-Congo	Adamawa								
lank1242	Lankpese				Atlantic-Congo	Edoid								
lank1243	Lankai				Sino-Tibetan	Kuki-Chin								
lann1238	Lannachyo				Sino-Tibetan	Mahakiranti								
lano1245	Lanoh Kobak				Austroasiatic	Aslian								
lano1248	Lanoh	lnh	4.90934	100.986	Austroasiatic	Aslian								
lanp1241	Lanping		26.5158555	99.2581092	Sino-Tibetan	Bai								
lant1240	Lantoi				Austronesian	Celebic								
lanz1234	Lanzhou Mandarin		36.080515	103.838425	Sino-Tibetan	Chinese								
laok1241	Lao-Khrang				Tai-Kadai	Kam-Tai								
laok1242	Lao-Kao				Tai-Kadai	Kam-Tai								
laom1237	Laomian	lwm	21.95	100.1	Sino-Tibetan	Burmese-Lolo	Burmese-Lolo	False	False					
laom1238	Laompo				Austronesian	Celebic								
laoo1243	La-Oor				Austroasiatic	Palaung-Khmuic								
laoo1244	Lao	lao	19.0	102.46	Tai-Kadai	Kam-Tai	Kam-Tai	False	False	Tai-Kadai	Tai-Kadai	Tai-Kadai	Tai-Kadai	Tai-Kadai
laop1234	Laopang	lbg	20.7809	100.079	Bookkeeping									
laos1235	Laos Sign Language	lso	18.387	104.518	Bookkeeping									
lapa1246	Lapao				Sino-Tibetan	Naxi								
lapa1247	Lapalama 1				Nuclear Trans New Guinea	Engan								
lapa1248	Lapalama 2				Nuclear Trans New Guinea	Engan								
lapa1249	Lapaguía-Guivini Zapotec	ztl	16.0676	-96.1636	Otomanguean	Zapotecan								
lapr1238	Laprak				Sino-Tibetan	Bodic								
lapu1236	Lapuyan Subanun	laa	7.53449	123.13	Austronesian	Greater Central Philippine								
lara1258	Laragia	lrg	-12.4111	130.922		Laragia	Laragia	False	False	Larakiya	Larakiya	Larakiya	Larakiya	Larakiya
lara1259	Lara				Central Sudanic	Bongo-Bagirmi								
lara1260	Larantuka Malay	lrt	-8.4746	122.7619	Austronesian	Malayo-Sumbawan								
lara1261	Laraos				Quechuan	Quechuan								
lard1243	Lardil	lbz	-16.56152	139.4343	Tangkic	Tangkic	Tangkic	False	False	Tangkic	Tangkic	Tangkic	Tangkic	Tangkic
lare1247	Laredo				Atlantic-Congo	Gur								
lare1248	Lare				Saharan	Western Saharan								
lare1249	Larevat	lrv	-16.1971	167.387	Austronesian	Oceanic								
lare1250	Larena				Timor-Alor-Pantar	Kolana-Tanglapui								
larg1235	Diandongbei-Large Flowery Miao	hmd	27.8682	104.06	Hmong-Mien	Hmongic								
lari1253	Lari	lrl	27.6436	54.63449	Indo-European	Iranian								
lari1254	Lari (Sindhi)				Indo-European	Indic								
lari1255	Larike-Wakasihu	alo	-3.76522	127.956	Austronesian	Central Malayo-Polynesian	Central Malayo-Polynesian	False	False	Austronesian	Malayo-Polynesian	Central Malayo-Polynesian non-clade	Central Maluku	Central Maluku
lari1256	Larike				Austronesian	Central Malayo-Polynesian								
laro1243	Laru (North Sudan)	lro	11.3915	30.3824	Heibanic	Heiban								
lart1238	Larteh	lar	5.9367	-0.07822	Atlantic-Congo	Kwa								
laru1238	Laru (Nigeria)	lan	10.5756	4.43514	Atlantic-Congo	Kainji								
lasa1237	Lasalimu	llm	-5.23602	123.129	Austronesian	Celebic								
lasg1238	Lasgerdi	lsa	35.40153	52.99868	Indo-European	Iranian								
lash1242	Lashx				Kartvelian	Kartvelian								
lash1243	Lashi	lsi	26.0992	98.5481	Sino-Tibetan	Burmese-Lolo								
lasi1242	Lasi	lss	25.3293	66.9137	Indo-European	Indic								
lass1239	Lassa				Afro-Asiatic	Biu-Mandara								
lasu1234	Lasumpatte				Sino-Tibetan	Sulung								
late1249	Latep				Austronesian	Oceanic								
late1251	Late Han Chinese				Sino-Tibetan	Chinese								
late1252	Late Latin				Indo-European	Italic								
lati1259	Latin Anaunico				Indo-European	Romance								
lati1260	Latin Fiamazzo				Indo-European	Romance								
lati1261	Latin	lat	41.9026	12.4502	Indo-European	Italic				Indo-European	Italic-Celtic	Italic	Italic	Italic
latt1234	Latti				Austronesian	North Borneo								
latu1237	Latu	ltu	-3.41302	128.667	Austronesian	Central Malayo-Polynesian								
latu1238	Latundê	ltn	-12.608792	-60.422423	Nambiquaran	Nambikuaran								
latv1245	Latvian Sign Language	lsl	56.9335	24.4931	Sign Language	Sign Languages								
latv1249	Latvian	lav	56.826108	24.309118	Indo-European	Baltic	Baltic	False	True	Indo-European	Balto-Slavic	Baltic	Baltic	Baltic
latv1250	Chuxny				Indo-European	Indic								
laua1243	Lauan	llx	-18.2131	-178.785	Austronesian	Oceanic								
laua1244	Lauan-Nonopai				Austronesian	Oceanic								
laua1245	Laua	luf	-10.16145	149.25747	Mailuan	Mailuan								
lauj1238	Lauje	law	0.50708	120.262	Austronesian	Celebic	Celebic	False	False	Austronesian	Malayo-Polynesian	Western Malayo-Polynesian non-clade	Western Malayo-Polynesian non-clade	Western Malayo-Polynesian non-clade
laul1237	Lauli				Austronesian	Central Malayo-Polynesian								
laum1238	Laumål				Indo-European	Germanic								
laur1248	Laurowan				Indo-European	Indic								
laur1249	Laura	lur	-9.4296	119.19	Austronesian	Central Malayo-Polynesian								
laur1250	Laurentian	lre	45.33	-72.5	Iroquoian	Northern Iroquoian								
laut1236	Lautu	clt	22.2009	93.4448	Sino-Tibetan	Kuki-Chin								
lauu1246	Lau (Nilotic)				Nilotic	Nilotic								
lauu1247	Lau	llu	-8.51018	160.872	Austronesian	Oceanic	Oceanic	False	False	Austronesian	Malayo-Polynesian	Oceanic	Southeast Solomonic	Longgu/Malaita/Makira
lauu1248	Lau Island				Austronesian	Oceanic								
lauw1238	Lauwela				Austronesian	Oceanic								
lava1239	Lavatbura-Lamusong	lbv	-3.21903	151.728	Austronesian	Oceanic								
lava1240	Lavatbura				Austronesian	Oceanic								
lave1248	Laven	lbo	15.2726	106.322	Austroasiatic	Bahnaric	Bahnaric	False	False	Austroasiatic	Eastern Mon-Khmer	Bahnaric	Bahnaric	Bahnaric
lave1249	Brao	brb	14.5994	107.008	Austroasiatic	Bahnaric	Bahnaric	False	False	Austroasiatic	Eastern Mon-Khmer	Bahnaric	Bahnaric	Bahnaric
lavo1235	Lavora				Austronesian	Oceanic								
lavu1241	Lavukaleve	lvk	-9.05569	159.119		Lavukaleve	Lavukaleve	True	True	Central Solomons	Central Solomons	Central Solomons	Central Solomons	Central Solomons
lawa1257	Lawangan	lbx	-1.80261	115.876	Austronesian	Malayo-Polynesian								
lawa1258	Lawa (Lawangan)				Austronesian	Malayo-Polynesian								
lawa1259	Lawa (Standard Muna)				Austronesian	Celebic								
lawa1260	Lawama				Austronesian	Celebic								
lawe1237	Lawela				Austronesian	Celebic								
lawi1235	Lawi		15.306668	106.734345	Austroasiatic	Bahnaric								
lawn1238	Lawng Hsu				Sino-Tibetan	Burmese-Lolo								
lawu1237	Lawunuia	tgi	-6.15201	155.129	Austronesian	Oceanic								
lawu1238	Lawu	lwu	24.133878	101.498795	Sino-Tibetan	Burmese-Lolo								
laya1252	Laya (Austroasiatic)				Austroasiatic	Bahnaric								
laya1253	Layakha	lya	28.0499	89.7177	Sino-Tibetan	Bodic								
laya1254	Laya				Austronesian	Greater Central Philippine								
laya1255	Layapo				Nuclear Trans New Guinea	Engan								
laya1256	Layana				Lengua-Mascoy	Mascoian								
laze1238	Laze		27.85	101.45	Sino-Tibetan	Naxi								
laze1239	Lazemi				Sino-Tibetan	Kuki-Chin								
lazi1238	Laziale				Indo-European	Romance								
lazz1240	Laz	lzz	41.5004	41.9096	Kartvelian	Kartvelian	Kartvelian	False	False	Kartvelian	Georgian-Zan	Zan	Zan	Zan
lbee1237	L'be				Austronesian	Malayo-Polynesian								
ldam1238	Ldamtsai				Afro-Asiatic	Biu-Mandara								
leal1235	Lealao Chinantec	cle	17.3162	-95.9265	Otomanguean	Chinantecan	Chinantecan	False	True	Otomanguean	Chinantecan	Chinantecan	Chinantecan	Chinantecan
leba1239	Lebang				Timor-Alor-Pantar	Alor-Pantar								
leba1240	Lebatukan				Austronesian	Central Malayo-Polynesian								
lebi1240	Lebir				Mande	Eastern Mande								
lebo1243	Lebou				Atlantic-Congo	Northern Atlantic								
lebo1244	Leboa-Le				Atlantic-Congo	Bantoid								
lebo1245	Lebong				Austronesian	Rejang								
lebu1234	Lebu Wolof		14.7456291324	-17.490288	Atlantic-Congo	Northern Atlantic								
leco1242	Leco	lec	-15.0092	-67.8818		Leko	Leko	False	False	Leko	Leko	Leko	Leko	Leko
ledo1237	Ledo				Austronesian	Celebic								
ledo1238	Ledo Kaili	lew	-1.03033	120.132	Austronesian	Celebic	Celebic	False	False	Austronesian	Malayo-Polynesian	Western Malayo-Polynesian non-clade	Western Malayo-Polynesian non-clade	Western Malayo-Polynesian non-clade
leee1238	Le				Sino-Tibetan	Kuki-Chin								
leel1241	Leelu				Atlantic-Congo	Adamawa								
leel1242	Leelau	ldk	9.29145	11.1636	Atlantic-Congo	Gur								
leem1238	Leem				Austroasiatic	Katuic								
leem1242	Leemo				Afro-Asiatic	Highland East Cushitic								
leet1234	Leetugal Niger Fulfulde				Atlantic-Congo	Northern Atlantic								
lefa1242	Lefa	lfa	5.05845	11.114	Atlantic-Congo	Bantoid								
lega1249	Lega-Shabunda	lea	-3.83196	27.1424	Atlantic-Congo	Bantoid	Bantoid	False	False	Benue-Congo	Bantoid	Bantu (narrow)	Bantu (narrow)	Bantu (narrow)
lega1250	Lega-Mwenga	lgm	-3.39007	28.2621	Atlantic-Congo	Bantoid								
lega1251	Legaspi				Austronesian	Greater Central Philippine								
legb1242	Legbo	agb	6.02645	7.98385	Atlantic-Congo	Cross River	Cross River	False	False	Benue-Congo	Cross River	Cross River	Cross River	Cross River
lege1240	Legeri				Atlantic-Congo	Platoid								
lege1241	Legenyem	lcc	-0.3592	130.749	Austronesian	South Halmahera - West New Guinea								
legh1238	Leghva				Afro-Asiatic	Biu-Mandara								
leha1242	Lehar	cae	14.9387	-16.8816	Atlantic-Congo	Northern Atlantic								
leha1243	Lehali	tql	-13.5043	167.332	Austronesian	Oceanic								
leha1244	Lehalurup	urr	-13.542726	167.343342	Austronesian	Oceanic								
lehh1238	Leh				Sino-Tibetan	Bodic								
leic1234	Leicestershire English				Indo-European	Germanic								
leil1237	Leileiafa				Austronesian	Oceanic								
lein1237	Leinong Naga	lzn	26.4481	95.4	Sino-Tibetan	Northern Naga								
leip1237	Leipon	lek	-1.9665	147.226	Austronesian	Oceanic								
leiv1234	Leivu-Lutsi				Uralic	Finnic								
leiv1235	Leivu				Uralic	Finnic								
leiz1236	Leizhou				Sino-Tibetan	Chinese								
leko1247	Lekon				Austronesian	Northwest Sumatra-Barrier Islands								
leks1234	Leksand				Indo-European	Germanic								
lela1244	Lela				Atlantic-Congo	Gur								
lela1245	Lelain				Austronesian	Central Malayo-Polynesian								
lela1246	Lelak	llk	4.11426	114.029	Austronesian	North Borneo								
lele1264	Lelemi	lef	7.34549	0.50746	Atlantic-Congo	Kwa	Kwa	False	False	Kwa	Ka-Togo	Ka-Togo	Ka-Togo	Ka-Togo
lele1265	Lele (Democratic Republic of Congo)	lel	-4.94672	20.5674	Atlantic-Congo	Bantoid								
lele1266	Lele (Guinea)	llc	8.98043	-10.371	Mande	Western Mande								
lele1267	Lelepa	lpa	-17.6042	168.202	Austronesian	Oceanic								
lele1268	Lelet				Austronesian	Oceanic								
lele1269	Lelehudi				Austronesian	Oceanic								
lele1270	Lele (Papua New Guinea)	lle	-2.04783	147.207	Austronesian	Oceanic								
lele1271	Lelenuk				Austronesian	Central Malayo-Polynesian								
lele1276	Lele (Chad)	lln	9.158	15.81149	Afro-Asiatic	East Chadic	East Chadic	False	False	Chadic	East Chadic	East Chadic	East Chadic	East Chadic
leli1237	Leliali				Austronesian	Central Malayo-Polynesian								
lelu1237	Lelu-Tafunsak				Austronesian	Oceanic								
lema1242	Lema				Atlantic-Congo	Bantoid								
lema1243	Lemanak				Austronesian	Malayo-Sumbawan								
lema1244	Lematang	lmt			Bookkeeping									
lemb1261	Lembetu				Atlantic-Congo	Bantoid								
lemb1262	Lembue				Atlantic-Congo	Bantoid								
lemb1263	Lembak Bliti				Austronesian	Malayo-Sumbawan								
lemb1264	Lembak Sindang				Austronesian	Malayo-Sumbawan								
lemb1265	Lembur				Timor-Alor-Pantar	Greater Alor								
lemb1266	Lembena	leq	-4.99504	143.891	Nuclear Trans New Guinea	Engan								
leme1238	Lemerig	lrz	-13.739697	167.420676	Austronesian	Oceanic								
leme1239	Lemena				Austronesian	North Borneo								
leme1241	Lemel				Atlantic-Congo	Bantoid								
lemi1242	Lemiting				Austronesian	North Borneo								
lemi1243	Lemio	lei	-5.61407	146.441	Nuclear Trans New Guinea	Madang								
lemk1239	Lemko				Indo-European	Slavic								
lemn1237	Lemnian	xle			Unclassifiable	Lemnian								
lemo1242	Lemoro	ldj	10.4366	8.70513	Atlantic-Congo	Kainji								
lemo1243	Lemolang	ley	-2.63313	120.27	Austronesian	South Sulawesi								
lemy1239	Lemyo				Sino-Tibetan	Kuki-Chin								
lena1238	Lenakel	tnl	-19.4763	169.261	Austronesian	Oceanic	Oceanic	False	False	Austronesian	Malayo-Polynesian	Oceanic	Southern Oceanic linkage	Southern Melanesian
lenc1242	Lenca-Honduras		13.667338	-87.49878	Lencan	Lencan								
lenc1243	Lenca-Salvador		13.560562	-88.114014	Lencan	Lencan								
lenc1244	Lenca	len	13.9278	-88.0422	Bookkeeping									
lend1245	Lendu	led	2.1898	30.6794	Central Sudanic	Lendu	Lendu	False	False	Eastern Central Sudanic	Lendu	Lendu	Lendu	Lendu
leng1257	Lengue				Atlantic-Congo	Bantoid								
leng1258	Lengola	lej	-1.95874	25.3343	Atlantic-Congo	Bantoid								
leng1259	Lengo	lgr	-9.56425	160.42	Austronesian	Oceanic								
leng1260	Lengilu	lgi	3.69641	115.91	Austronesian	North Borneo								
leng1262	Lengua	leg	-22.6559	-58.9053	Lengua-Mascoy					Mascoyan	Mascoyan	Mascoyan	Mascoyan	Mascoyan
leni1238	Linngithigh	lnj	-12.771375	141.962	Pama-Nyungan	Northern Pama-Nyungan	Northern Pama-Nyungan	False	False	Pama-Nyungan	Paman	Northern Pama	Northern Pama	Northern Pama
lenj1248	Lenje	leh	-14.7192	28.2581	Atlantic-Congo	Bantoid								
lenk1245	Lenkoran				Indo-European	Iranian								
lenk1246	Lenkaran				Turkic	Turkic								
lenk1247	Lenkau	ler	-2.33367	147.742	Austronesian	Oceanic								
lenm1234	Len (Mambila)				Atlantic-Congo	Bantoid								
lenn1234	Len		-9.12	142.1	Yam	Morehead and Upper Maro Rivers								
lent1241	Lentex				Kartvelian	Kartvelian								
leny1238	Lenyima	ldg	6.00131	8.28951	Atlantic-Congo	Cross River								
leon1250	Leonese				Indo-European	Romance								
leon1251	Leonais				Indo-European	Celtic								
leon1252	Leon				Austronesian	Oceanic								
lepc1244	Lepcha	lep	27.0869	88.5726	Sino-Tibetan	Lepcha	Lepcha	False	True	Sino-Tibetan	Lepcha	Lepcha	Lepcha	Lepcha
lepk1238	Lepki	lpe	-4.1059	140.464	Lepki-Murkim	Lepki-Murkim								
lepo1240	Lepontic	xlp	45.98	8.92	Indo-European	Celtic								
lepo1241	Lepo' Kulit				Austronesian	North Borneo								
lepu1239	Lepu Potong (Lundayeh)				Austronesian	North Borneo								
lepu1240	Lepu Potong				Austronesian	North Borneo								
lere1241	Lere	gnh	10.4789	8.93337	Atlantic-Congo	Kainji								
lere1242	Lere (Burkina Faso)				Mande	Eastern Mande								
leri1235	Lerik				Indo-European	Iranian								
lesa1237	Lesa				Austronesian	Central Malayo-Polynesian								
lese1243	Lese	les	1.3	29.3	Central Sudanic	Mangbutu-Efe	Mangbutu-Efe	False	False	Eastern Central Sudanic	Mangbutu-Efe	Mangbutu-Efe	Mangbutu-Efe	Mangbutu-Efe
lese1244	Lese Karo				Central Sudanic	Mangbutu-Efe								
lesi1239	Lesing-Gelimi	let	-6.19889	150.506	Austronesian	Oceanic								
lesi1240	Lesing				Austronesian	Oceanic								
leso1234	Lesotho Sign Language				Sign Language	Sign Languages								
less1241	Eastern Kabyle				Afro-Asiatic	Berber								
lete1240	Lete				Atlantic-Congo	Bantoid								
lete1241	Letemboi-Repanbitip	nms	-16.4339	167.566	Austronesian	Oceanic								
lete1242	Letemboi				Austronesian	Oceanic								
leti1244	Letia				Atlantic-Congo	Bantoid								
leti1245	Leti (Cameroon)	leo	4.57457	11.405	Atlantic-Congo	Bantoid								
leti1246	Leti (Indonesia)	lti	-8.19808	127.674	Austronesian	Central Malayo-Polynesian	Central Malayo-Polynesian	False	False	Austronesian	Malayo-Polynesian	Central Malayo-Polynesian non-clade	Central Malayo-Polynesian non-clade	Central Malayo-Polynesian non-clade
leva1238	Levai				Hruso	Hruso								
leve1237	Levei				Austronesian	Oceanic								
levu1239	Central Lembata-Lewokukun	lvu	-8.47094	123.44	Austronesian	Central Malayo-Polynesian								
lewa1240	Lewa				Austronesian	Central Malayo-Polynesian								
lewi1238	Lewin				Afro-Asiatic	Semitic								
lewo1242	Lewo	lww	-16.7612	168.334	Austronesian	Oceanic	Oceanic	False	False	Austronesian	Malayo-Polynesian	Oceanic	Southern Oceanic linkage	Central Vanuatu linkage
lewo1243	Lewo Eleng	lwe	-8.35741	123.652	Austronesian	Central Malayo-Polynesian								
lewo1244	Lewotobi	lwt	-8.54573	122.747	Austronesian	Central Malayo-Polynesian								
lewo1245	Lewopenutu				Austronesian	Central Malayo-Polynesian								
lewo1246	Lewotala				Austronesian	Central Malayo-Polynesian								
lewo1247	Lewokukun				Austronesian	Central Malayo-Polynesian								
lewo1248	Lewolaga-Bama				Austronesian	Central Malayo-Polynesian								
lewo1249	Lewolaga				Austronesian	Central Malayo-Polynesian								
lewo1250	Lewolema-Waibalun				Austronesian	Central Malayo-Polynesian								
lewo1251	Lewolema				Austronesian	Central Malayo-Polynesian								
leww1238	Lew				Afro-Asiatic	Masa								
leya1238	Leya				Atlantic-Congo	Bantoid								
leyi1238	Leyigha	ayi	5.98832	8.20861	Atlantic-Congo	Cross River								
leyt1237	Leyte				Austronesian	Greater Central Philippine								
lezg1247	Lezgian	lez	41.5157	47.8951	Nakh-Daghestanian	Lezgic	Lezgic	True	True	Nakh-Daghestanian	Daghestanian	Lezgian	Samurian (core Lezgian)	Western Samurian
lhok1238	Lhokpu	lhp	26.9135	89.3099	Sino-Tibetan	Himalayish								
lhok1239	Lhoka				Sino-Tibetan	Bodic								
lhom1239	Lhomi	lhm	27.5948	87.7161	Sino-Tibetan	Bodic	Bodic	False	False	Sino-Tibetan	Bodic	Tibetan	Central Tibetan (U-Tsang)	Central Tibetan (U-Tsang)
lhoo1238	Lho				Sino-Tibetan	Bodic								
liab1237	Liabuku	lix	-5.32268	122.699	Austronesian	Celebic								
liae1237	Liae				Austronesian	Central Malayo-Polynesian								
liah1237	Liah Bing				Austronesian	North Borneo								
lian1251	Liangmai Naga	njn	25.16	93.542	Sino-Tibetan	Kuki-Chin								
lian1252	Lianshan Zhuang	zln	24.5	112.05	Tai-Kadai	Kam-Tai								
lian1253	Lianhua				Hmong-Mien	Hmongic								
lian1254	Liang				Austronesian	Central Malayo-Polynesian								
lian1255	Liana-Seti	ste	-3.11832	129.899	Austronesian	Central Malayo-Polynesian								
lian1256	Lianmin Yao		26.937902	110.157802	Tai-Kadai	Kam-Tai								
lian1258	Lianghe Achang		24.750556	98.303056	Sino-Tibetan	Burmese-Lolo								
lian1259	Liancheng		25.566667	116.783333	Sino-Tibetan	Chinese								
liar1238	Liaro				Atlantic-Congo	Mel								
lias1237	Lias				Austronesian	Northern Luzon								
libb1237	Libbung				Austronesian	North Borneo								
libe1240	Kru Pidgin English	lir	6.423	-10.5284	Pidgin									
libe1247	Liberia Kpelle	xpe	6.92048	-9.96128	Mande	Western Mande	Western Mande	False	False					
libi1244	Libinza	liz	1.97729	18.8886	Atlantic-Congo	Bantoid								
libi1245	Libisegahun				Mande	Western Mande								
libi1250	Libido	liq	8.09761	38.4997	Afro-Asiatic	Highland East Cushitic								
libo1242	Libon	lbl	13.17	123.5	Austronesian	Greater Central Philippine								
liby1235	Libyan Sign Language	lbs	29.512	17.573	Sign Language	Sign Languages								
liby1240	Libyan Arabic	ayl	22.0032	15.0014	Afro-Asiatic	Semitic	Semitic	False	False	Semitic	West Semitic	Central (West Semitic)	South-Central Semitic	Arabic
lich1241	Lichiang				Sino-Tibetan	Naxi								
lich1242	Lichabool-Nalong				Atlantic-Congo	Gur								
liec1234	Liechtensteinisch				Indo-European	Germanic								
liga1237	Ligao				Austronesian	Greater Central Philippine								
ligb1243	Ligbeln				Atlantic-Congo	Gur								
ligb1244	Ligbi	lig	7.94291	-2.56353	Mande	Western Mande								
lige1238	Ligenza	lgz	2.86168	22.4936	Atlantic-Congo	Bantoid								
ligh1234	Light Warlpiri				Mixed Language	Light Warlpiri								
ligo1238	Ligo				Nilotic	Nilotic								
ligr1238	Ligri				Atlantic-Congo	Bantoid								
ligu1248	Ligurian	lij	44.0816	7.90522	Indo-European	Romance	Romance	False	False					
ligu1250	Liguri				Dajuic	Daju								
lihe1238	Lihen				Senagi	Senagi								
lihi1237	Lihir	lih	-3.18895	152.606	Austronesian	Oceanic								
liji1238	Lijili	mgi	8.52193	8.35562	Atlantic-Congo	Platoid								
lika1243	Liko	lik	2.13777	27.6088	Atlantic-Congo	Bantoid								
lika1244	Likaw				Atlantic-Congo	Bantoid								
like1238	Likes-Utsia				Atlantic-Congo	Northern Atlantic								
liki1240	Balobo	lie	1.75106	19.0222	Atlantic-Congo	Bantoid								
liki1241	Liki	lio	-1.60652	138.731	Austronesian	Oceanic								
liki1242	Likisovskoje				Uralic	Ugric								
liko1247	Likoonli				Atlantic-Congo	Gur								
liko1248	Likó				Atlantic-Congo	Bantoid								
liko1250	Likolo				Atlantic-Congo	Bantoid								
liku1242	Likuba	kxx	-1.27931	16.4702	Atlantic-Congo	Bantoid								
liku1243	Likum	lib	-2.16157	146.695	Austronesian	Oceanic								
liku1244	Likupang				Austronesian	Minahasan								
likw1239	Likwala	kwc	-0.48981	16.5967	Atlantic-Congo	Bantoid								
lila1245	Lila				Atlantic-Congo	Kainji								
lila1246	Lilau	lll	-4.35479	144.99	Bogia	Monumbo								
lili1247	Lilima				Atlantic-Congo	Bantoid								
lili1248	Liliga				Atlantic-Congo	Bantoid								
lili1249	Liliká				Atlantic-Congo	Bantoid								
lili1250	Lilikó				Atlantic-Congo	Bantoid								
lill1247	Lillois				Indo-European	Romance								
lill1248	Lillooet	lil	50.7272	-122.04	Salishan	Interior Salish	Interior Salish	False	False	Salishan	Interior Salish	Northern Interior Salish	Northern Interior Salish	Northern Interior Salish
