# Wordlist

# DATA
ID	DOCULECT	CONCEPT	FORM	VALUE	TOKENS	ALIGNMENT	COGID	COGIDS	MORPHEMES	BORROWING	NOTES
1699	Paumari	path	hagihi	hagihi	h a g i h i	h a g i h i	238	238	PATH		
1886	Sorowaha	path	agi	agi	a g i	a g i	238	238	PATH		
#
1700	Paumari	pau-mulato	baro	baro	b a r o	b a r o	0		PAU-MULATO		tree sp
#
410	Deni	paxiuba	boba	boba	b o b a	b o b a	26	26	PAXIUBA		palm tree
1701	Paumari	paxiuba	boba	boba	b o b a	b o b a	26	26	PAXIUBA		palm tree
#
259	Banawa	paxiúba-barriguda (palm sp.)	maboi	maboi	m a b o i	m a b o i	139	139	PAXIÚBA-BARRIGUDA.(PALM SP.)		
598	Deni	paxiúba-barriguda (palm sp.)	wabohi	wabohi	w a b o h i	w a b o h i	139	139	PAXIÚBA-BARRIGUDA.(PALM SP.)		
867	Jamamadi	paxiúba-barriguda (palm sp.)	nabohi	nabohi	n a b o h i	n a b o h i	139	139	PAXIÚBA-BARRIGUDA.(PALM SP.)		
1229	Jarawara	paxiúba-barriguda (palm sp.)	nabohi	nabohi	n a b o h i	n a b o h i	139	139	PAXIÚBA-BARRIGUDA.(PALM SP.)		
1608	Kulina	paxiúba-barriguda (palm sp.)	wabowi	wabowi	w a b o w i	w a b o w i	139	139	PAXIÚBA-BARRIGUDA.(PALM SP.)		
#
209	Banawa	peach palm	jawida	jawida	j a w i d a	j a w i d a	88	88	PEACH.PALM		
541	Deni	peach palm	jawida	jawida	j a w i d a	j a w i d a	88	88	PEACH.PALM		
818	Jamamadi	peach palm	jawida	jawida	j a w i d a	j a w i d a	88	88	PEACH.PALM		
1170	Jarawara	peach palm	jawita	jawita	j a w i t a	j a w i t a	88	88	PEACH.PALM		
1563	Kulina	peach palm	jaʔida	jaʔida	j a ʔ i d a	j a ʔ i d a	88	88	PEACH.PALM		
#
279	Banawa	peel	saa	saa	s a a	s a a	166	166	PEEL		also seperate layers
514	Deni	peel	tero	tero	t e r o	t e r o	49	49	PEEL		peel (fruit, etc.)
618	Deni	peel	ʃa / sa	ʃa	ʃ a	ʃ a	166	166	PEEL		also seperate layers
619	Deni	peel	sa / ʃa	sa	s a	s a	166	166	PEEL		also seperate layers
1251	Jarawara	peel	saa	saa	s a a	s a a	166	166	PEEL		also seperate layers
1624	Kulina	peel	ʃa	ʃa	ʃ a	ʃ a	166	166	PEEL		also seperate layers
1766	Paumari	peel	ʔdaro	ʔdaro	ʔ d a r o	ʔ d a r o	49	49	PEEL		peel (fruit, etc.)
#
411	Deni	pepper	kashiʔi	kashiʔi	k a s h i ʔ i	k a s h i ʔ i	270	270	PEPPER		
1403	Kulina	pepper	kashi	kashi	k a s h i	k a s h i	270	270	PEPPER		
1702	Paumari	pepper	kasi	kasi	k a s i	k a s i	270	270	PEPPER		
#
719	Jamamadi	piau	awida	awida	a w i d a	a w i d a	1100	1100	PIAU		
1036	Jarawara	piau	awita	awita	a w i t a	a w i t a	1100	1100	PIAU		
1703	Paumari	piau	ʔawida	ʔawida	ʔ a w i d a	ʔ a w i d a	0		PIAU		
#
412	Deni	piece	bobi	bobi	b o b i	b o b i	27	27	PIECE		
1404	Kulina	piece	bobi	bobi	b o b i	b o b i	27	27	PIECE		
1704	Paumari	piece	bobi	bobi	b o b i	b o b i	27	27	PIECE		
#
117	Banawa	pierce	saka	saka	s a k a	s a k a	350	350	PIERCE		pierce, sting, shoot with arrow
196	Banawa	pierce	ida	ida	i d a	i d a	70	70	PIERCE		also sting
413	Deni	pierce	saka	saka	s a k a	s a k a	350	350	PIERCE		pierce, sting, shoot with arrow
720	Jamamadi	pierce	saka	saka	s a k a	s a k a	350	350	PIERCE		pierce, sting, shoot with arrow
803	Jamamadi	pierce	ida	ida	i d a	i d a	70	70	PIERCE		also sting
1037	Jarawara	pierce	saka	saka	s a k a	s a k a	350	350	PIERCE		pierce, sting, shoot with arrow
1155	Jarawara	pierce	ita	ita	i t a	i t a	70	70	PIERCE		also sting
1405	Kulina	pierce	saka	saka	s a k a	s a k a	350	350	PIERCE		pierce, sting, shoot with arrow
1705	Paumari	pierce	saka	saka	s a k a	s a k a	350	350	PIERCE		pierce, sting, shoot with arrow
1943	Sorowaha	pierce	ida	ida	i d a	i d a	70	70	PIERCE		also sting
#
414	Deni	pigeon	okoko	okoko	o k o k o	o k o k o	306	306	PIGEON		
1406	Kulina	pigeon	okoko	okoko	o k o k o	o k o k o	306	306	PIGEON		
#
118	Banawa	pineapple	sami	sami	s a m i	s a m i	351	351	PINEAPPLE		
415	Deni	pineapple	shami	shami	s h a m i	s h a m i	351	351	PINEAPPLE		
721	Jamamadi	pineapple	sami	sami	s a m i	s a m i	351	351	PINEAPPLE		
1038	Jarawara	pineapple	sami	sami	s a m i	s a m i	351	351	PINEAPPLE		
1887	Sorowaha	pineapple	sami	sami	s a m i	s a m i	351	351	PINEAPPLE		
#
1991	Sorowaha	place	dʋʋki	dʋʋki	d ʋ: k i	d ʋ: k i	0		PLACE		
#
1484	Kulina	play	ithome	ithome	i t h o m e	i t h o m e	0		PLAY		
#
416	Deni	pluck	ba	ba	b a	b a	213	213	PLUCK		pluck, pick
1039	Jarawara	pluck	bata	bata	b a t a	b a t a	213	213	PLUCK		pluck, pick
1706	Paumari	pluck	bada	bada	b a d a	b a d a	213	213	PLUCK		pluck, pick
#
83	Banawa	poison	iha	iha	i h a	i h a	339	339	POISON		poison on arrows and darts
362	Deni	poison	iha	iha	i h a	i h a	339	339	POISON		poison on arrows and darts
990	Jarawara	poison	iha	iha	i h a	i h a	339	339	POISON		poison on arrows and darts
#
119	Banawa	porcupine	misa	misa	m i s a	m i s a	292	292	PORCUPINE		
417	Deni	porcupine	mishe	mishe	m i s h e	m i s h e	292	292	PORCUPINE		
722	Jamamadi	porcupine	misa	misa	m i s a	m i s a	292	292	PORCUPINE		
1040	Jarawara	porcupine	misa	misa	m i s a	m i s a	292	292	PORCUPINE		
1407	Kulina	porcupine	mishe	mishe	m i s h e	m i s h e	292	292	PORCUPINE		
1888	Sorowaha	porcupine	misi	misi	m i s i	m i s i	292	292	PORCUPINE		
#
120	Banawa	pot	jia	jia	j i a	j i a	258	258	POT		cooking pot
418	Deni	pot	jipa	jipa	j i p a	j i p a	258	258	POT		cooking pot
723	Jamamadi	pot	jiwaha	jiwaha	j i w a h a	j i w a h a	258	258	POT		cooking pot
1041	Jarawara	pot	jiwaha	jiwaha	j i w a h a	j i w a h a	258	258	POT		cooking pot
1408	Kulina	pot	jipa	jipa	j i p a	j i p a	258	258	POT		cooking pot
1707	Paumari	pot	siʔaha	siʔaha	s i ʔ a h a	s i ʔ a h a	258	258	POT		cooking pot
1889	Sorowaha	pot	isaha	isaha	i s a h a	i s a h a	258	258	POT		cooking pot
#
419	Deni	pound to flatten	baro	baro	b a r o	b a r o	352	352	POUND.TO.FLATTEN		
724	Jamamadi	pound to flatten	baro	baro	b a r o	b a r o	352	352	POUND.TO.FLATTEN		
1042	Jarawara	pound to flatten	baro	baro	b a r o	b a r o	352	352	POUND.TO.FLATTEN		
1409	Kulina	pound to flatten	baro	baro	b a r o	b a r o	352	352	POUND.TO.FLATTEN		
1890	Sorowaha	pound to flatten	baro	baro	b a r o	b a r o	352	352	POUND.TO.FLATTEN		
#
420	Deni	pregnant	jahani	jahani	j a h a n i	j a h a n i	247	247	PREGNANT		
1708	Paumari	pregnant	isa	isa	i s a	i s a	247	247	PREGNANT		
#
421	Deni	pretend	wadawada	wadawada	w a d a w a d a	w a d a w a d a	0		PRETEND		
#
160	Banawa	pull	bore	bore	b o r e	b o r e	221	221	PULL		tear out
479	Deni	pull	pore	pore	p o r e	p o r e	221	221	PULL		tear out
765	Jamamadi	pull	bore	bore	b o r e	b o r e	221	221	PULL		tear out
1100	Jarawara	pull	bore	bore	b o r e	b o r e	221	221	PULL		tear out
1485	Kulina	pull	hoka	hoka	h o k a	h o k a	221	221	PULL		tear out
1486	Kulina	pull	pore	pore	p o r e	p o r e	221	221	PULL		tear out
#
422	Deni	pull out	jopha	jopha	j o p h a	j o p h a	315	315	PULL.OUT		pull out, snatch away
1410	Kulina	pull out	jopha	jopha	j o p h a	j o p h a	315	315	PULL.OUT		pull out, snatch away
1709	Paumari	pull out	rasoha	rasoha	r a s o h a	r a s o h a	315	315	PULL.OUT		pull out, snatch away
#
1931	Sorowaha	purple banana	katomi	katomi	k a t o m i	k a t o m i	0		PURPLE.BANANA		
#
161	Banawa	push	joko	joko	j o k o	j o k o	230	230	PUSH		shove
480	Deni	push	joko	joko	j o k o	j o k o	230	230	PUSH		shove
766	Jamamadi	push	joko	joko	j o k o	j o k o	230	230	PUSH		shove
1101	Jarawara	push	joko	joko	j o k o	j o k o	230	230	PUSH		shove
1487	Kulina	push	jo	jo	j o	j o	230	230	PUSH		shove
1744	Paumari	push	dokho	dokho	d o k h o	d o k h o	230	230	PUSH		shove
1911	Sorowaha	push	jokona	jokona	j o k o n a	j o k o n a	230	230	PUSH		shove
#
195	Banawa	put	iba	iba	i b a	i b a	68	68	PUT		also place
530	Deni	put	iba	iba	i b a	i b a	68	68	PUT		also place
802	Jamamadi	put	iba	iba	i b a	i b a	68	68	PUT		also place
1153	Jarawara	put	iba	iba	i b a	i b a	68	68	PUT		also place
1411	Kulina	put	atha	atha	a t h a	a t h a	0		PUT		put, place
1551	Kulina	put	iba	iba	i b a	i b a	68	68	PUT		also place
1780	Paumari	put	ibawi	ibawi	i b a w i	i b a w i	68	68	PUT		also place
#
423	Deni	rage	hamiʔe	hamiʔe	h a m i ʔ e	h a m i ʔ e	0		RAGE		
#
1412	Kulina	rain	pasho	pasho	p a s h o	p a s h o	0		RAIN		
#
1597	Kulina	rapid	washi	washi	w a s h i	w a s h i	0	501	unknown11		swift
#
206	Banawa	rat sp.	jafi	jafi	j a f i	j a f i	85	85	RAT.SP.		
539	Deni	rat sp.	japi	japi	j a p i	j a p i	85	85	RAT.SP.		
815	Jamamadi	rat sp.	jafi	jafi	j a f i	j a f i	85	85	RAT.SP.		
1167	Jarawara	rat sp.	jafi	jafi	j a f i	j a f i	85	85	RAT.SP.		
1561	Kulina	rat sp.	japi	japi	j a p i	j a p i	85	85	RAT.SP.		
1950	Sorowaha	rat sp.	jahi	jahi	j a h i	j a h i	85	85	RAT.SP.		
#
424	Deni	red	makude	makude	m a k u d e	m a k u d e	0		RED		
1413	Kulina	red	makho / maphara	makho	m a k h o	m a k h o	0		RED		
1414	Kulina	red	makho / maphara	maphara	m a p h a r a	m a p h a r a	0		RED		
#
425	Deni	resin	moja	moja	m o j a	m o j a	295	295	RESIN		resin, beeswax
1415	Kulina	resin	moja	moja	m o j a	m o j a	295	295	RESIN		resin, beeswax
1891	Sorowaha	resin	moja	moja	m o j a	m o j a	295	295	RESIN		resin, beeswax
#
426	Deni	river	patsu	patsu	p a t s u	p a t s u	0		RIVER		
1416	Kulina	river	weni	weni	w e n i	w e n i	0		RIVER		could be loan from weni 'river' in Apurina
1710	Paumari	river	waini	waini	w a i n i	w a i n i	0		RIVER		
#
121	Banawa	roast on coals	ba	ba	b a	b a	23	23	ROAST.ON.COALS		
427	Deni	roast on coals	bana	bana	b a n a	b a n a	23	23	ROAST.ON.COALS		
1043	Jarawara	roast on coals	bana	bana	b a n a	b a n a	23	23	ROAST.ON.COALS		
1417	Kulina	roast on coals	bana	bana	b a n a	b a n a	23	23	ROAST.ON.COALS		
#
235	Banawa	roast over fire	tabasi	tabasi	t a b a s i	t a b a s i	407	407	ROAST.OVER.FIRE		
570	Deni	roast over fire	tabishi	tabishi	t a b i s h i	t a b i s h i	407	407	ROAST.OVER.FIRE		
841	Jamamadi	roast over fire	tabasi	tabasi	t a b a s i	t a b a s i	407	407	ROAST.OVER.FIRE		
1199	Jarawara	roast over fire	tabasi	tabasi	t a b a s i	t a b a s i	407	407	ROAST.OVER.FIRE		
1587	Kulina	roast over fire	tabishe	tabishe	t a b i s h e	t a b i s h e	407	407	ROAST.OVER.FIRE		
#
428	Deni	roof of mouth	ebethe	ebethe	e b e t h e	e b e t h e	0		ROOF.OF.MOUTH		
#
187	Banawa	root	habo	habo	h a b o	h a b o	56	56	ROOT		
520	Deni	root	habo	habo	h a b o	h a b o	56	56	ROOT		
795	Jamamadi	root	habo	habo	h a b o	h a b o	56	56	ROOT		
1144	Jarawara	root	habo	habo	h a b o	h a b o	56	56	ROOT		
1540	Kulina	root	habo	habo	h a b o	h a b o	56	56	ROOT		
1936	Sorowaha	root	abori	abori	a b o r i	a b o r i	56	56	ROOT		
#
1418	Kulina	rope	mado	mado	m a d o	m a d o	0		ROPE		
#
512	Deni	rose-colored banana	katomi	katomi	k a t o m i	k a t o m i	0		ROSE-COLORED.BANANA		
#
122	Banawa	rotten	bata	bata	b a t a	b a t a	224	224	ROTTEN		putrid
429	Deni	rotten	batha	batha	b a t h a	b a t h a	224	224	ROTTEN		putrid
725	Jamamadi	rotten	bata	bata	b a t a	b a t a	224	224	ROTTEN		putrid
1044	Jarawara	rotten	abohi/bate	abohi	a b o h i	a b o h i	224	224	ROTTEN		putrid
1045	Jarawara	rotten	abohi/bata	bata	b a t a	b a t a	224	224	ROTTEN		putrid
1419	Kulina	rotten	batha	batha	b a t h a	b a t h a	224	224	ROTTEN		putrid
1711	Paumari	rotten	batha	batha	b a t h a	b a t h a	224	224	ROTTEN		putrid
1892	Sorowaha	rotten	hata	hata	h a t a	h a t a	224	224	ROTTEN		putrid
#
1488	Kulina	rub	piko	piko	p i k o	p i k o	0		RUB		
1745	Paumari	rub	rawiso	rawiso	r a w i s o	r a w i s o	317	317	RUB		rub, scour
#
430	Deni	rubber tree	wekheʔi	wekheʔi	w e k h e ʔ i	w e k h e ʔ i	1134	1134	RUBBER.TREE		
726	Jamamadi	rubber tree	weke	weke	w e k e	w e k e	1134	1134	RUBBER.TREE		
1420	Kulina	rubber tree	wekheʔi	wekheʔi	w e k h e ʔ i	w e k h e ʔ i	1134	1134	RUBBER.TREE		
#
586	Deni	run fast	washi	washi	w a s h i	w a s h i	0	501	unknown11		
#
1046	Jarawara	salt	saha	saha	s a h a	s a h a	0		SALT		
1421	Kulina	salt	sao	sao	s a o	s a o	0		SALT		
#
123	Banawa	sand	siki	siki	s i k i	s i k i	266	266	SAND		
431	Deni	sand	tsiki	tsiki	t s i k i	t s i k i	266	266	SAND		
432	Deni	sand	shiki	shiki	s h i k i	s h i k i	266	266	SAND		
727	Jamamadi	sand	siki	siki	s i k i	s i k i	266	266	SAND		
1047	Jarawara	sand	siki	siki	s i k i	s i k i	266	266	SAND		
1422	Kulina	sand	shiki weshe	shiki weshe	s h i k i + w e s h e	s h i k i + w e s h e	266	266	SAND		
1423	Kulina	sand	shiki	shiki	s h i k i	s h i k i	266	266	SAND		
1712	Paumari	sand	kaasi	kaasi	k a a s i	k a a s i	266	266	SAND		
1893	Sorowaha	sand	asijo	asijo	a s i j o	a s i j o	266	266	SAND		
#
1048	Jarawara	satisfied	akara	akara	a k a r a	a k a r a	1005	1005	SATISFIED		after eating
1424	Kulina	satisfied	akhara	akhara	a k h a r a	a k h a r a	1005	1005	SATISFIED		after eating
1713	Paumari	satisfied	akhari	akhari	a k h a r i	a k h a r i	1005	1005	SATISFIED		after eating
#
1102	Jarawara	say	ati	ati	a t i	a t i	0	211	SAY		
1489	Kulina	say	na	na	n a	n a	0		SAY		
#
212	Banawa	scorpion	jomasa	jomasa	j o m a s a	j o m a s a	91	91	SCORPION		
544	Deni	scorpion	jomasha	jomasha	j o m a s h a	j o m a s h a	91	91	SCORPION		
820	Jamamadi	scorpion	jomasa	jomasa	j o m a s a	j o m a s a	91	91	SCORPION		
1173	Jarawara	scorpion	jomasa	jomasa	j o m a s a	j o m a s a	91	91	SCORPION		
1566	Kulina	scorpion	jomowasha	jomowasha	j o m o w a s h a	j o m o w a s h a	91	91	SCORPION		
#
1103	Jarawara	scratch	bisi	bisi	b i s i	b i s i	282	282	SCRATCH		
1490	Kulina	scratch	khiri	khiri	k h i r i	k h i r i	282	282	SCRATCH		
1746	Paumari	scratch	hirihiri	hirihiri	h i r i h i r i	h i r i h i r i	282	282	SCRATCH		
1912	Sorowaha	scratch	kirika	kirika	k i r i k a	k i r i k a	282	282	SCRATCH		
#
16	Arawa	scrotum	nafariná	nafariná	n a f a r i n á	n a f a r i n á	0		SCROTUM		testicles
124	Banawa	scrotum	dane	dane	d a n e	d a n e	40	40	SCROTUM		testicles
236	Banawa	scrotum	nafe	nafe	n a f e	n a f e	0		SCROTUM		testicles
433	Deni	scrotum	denephe	denephe	d e n e p h e	d e n e p h e	40	40	SCROTUM		testicles
571	Deni	scrotum	nephe	nephe	n e p h e	n e p h e	0		SCROTUM		testicles
728	Jamamadi	scrotum	dane	dane	d a n e	d a n e	40	40	SCROTUM		testicles
1049	Jarawara	scrotum	tanehe	tanehe	t a n e h e	t a n e h e	40	40	SCROTUM		testicles
1425	Kulina	scrotum	denephe	denephe	d e n e p h e	d e n e p h e	40	40	SCROTUM		testicles (masculine form only)
1588	Kulina	scrotum	nephe	nephe	n e p h e	n e p h e	0		SCROTUM		testicles
1806	Paumari	scrotum	nafa	nafa	n a f a	n a f a	0		SCROTUM		testicles
1894	Sorowaha	scrotum	danaha	danaha	d a n a h a	d a n a h a	40	40	SCROTUM		testicles
1961	Sorowaha	scrotum	inahɨ	inahɨ	i n a h ɨ	i n a h ɨ	0		SCROTUM		testicles
#
1050	Jarawara	sea	maa	maa	m a a	m a a	0		SEA		
#
572	Deni	seat	taboro	taboro	t a b o r o	t a b o r o	0	408	unknown5		bed
#
162	Banawa	see	kii	kii	k i i	k i i	281	281	SEE		see, look at
180	Banawa	see	awa	awa	a w a	a w a	281	281	SEE		
481	Deni	see	khi	khi	k h i	k h i	281	281	SEE		see, look at
767	Jamamadi	see	kii	kii	k i i	k i i	281	281	SEE		see, look at
789	Jamamadi	see	awa	awa	a w a	a w a	281	281	SEE		
1104	Jarawara	see	awa	awa	a w a	a w a	281	281	SEE		see, look at
1105	Jarawara	see	kii	kii	k i i	k i i	281	281	SEE		see, look at
1491	Kulina	see	khi	khi	k h i	k h i	281	281	SEE		see, look at
#
513	Deni	shake	jara	jara	j a r a	j a r a	48	48	SHAKE		also rock
1426	Kulina	shake	doko	doko	d o k o	d o k o	0		SHAKE		shake, rock
1714	Paumari	shake	rokoroko	rokoroko	r o k o r o k o	r o k o r o k o	0		SHAKE		shake, rock
1765	Paumari	shake	ʔdara	ʔdara	ʔ d a r a	ʔ d a r a	48	48	SHAKE		also rock
#
199	Banawa	shaman	inawa	inawa	i n a w a	i n a w a	75	75	SHAMAN		
806	Jamamadi	shaman	inawa	inawa	i n a w a	i n a w a	75	75	SHAMAN		
1158	Jarawara	shaman	inawa	inawa	i n a w a	i n a w a	75	75	SHAMAN		
1945	Sorowaha	shaman	iniowa	iniowa	i n i o w a	i n i o w a	75	75	SHAMAN		
#
1052	Jarawara	sharp (as a knife)	ino	ino	i n o	i n o	0		SHARP.(AS.A.KNIFE)		
#
277	Banawa	sharpen	seo	seo	s e o	s e o	163	163	SHARPEN		
616	Deni	sharpen	jo	jo	j o	j o	163	163	SHARPEN		
887	Jamamadi	sharpen	seo	seo	s e o	s e o	163	163	SHARPEN		
1249	Jarawara	sharpen	seo	seo	s e o	s e o	163	163	SHARPEN		also sut with scissors
1827	Paumari	sharpen	sajo	sajo	s a j o	s a j o	163	163	SHARPEN		
#
125	Banawa	shellfish	taro	taro	t a r o	t a r o	0		SHELLFISH		
434	Deni	shellfish	taro	taro	t a r o	t a r o	0		SHELLFISH		
1053	Jarawara	shellfish	taro	taro	t a r o	t a r o	0		SHELLFISH		
1427	Kulina	shellfish	daro	daro	d a r o	d a r o	0		SHELLFISH		
#
163	Banawa	show	jofi	jofi	j o f i	j o f i	299	299	SHOW		
164	Banawa	show	namo	namo	n a m o	n a m o	299	299	SHOW		
482	Deni	show	jopi	jopi	j o p i	j o p i	299	299	SHOW		show, point at
768	Jamamadi	show	jofi	jofi	j o f i	j o f i	299	299	SHOW		
1106	Jarawara	show	jofi	jofi	j o f i	j o f i	299	299	SHOW		
1107	Jarawara	show	namo	namo	n a m o	n a m o	299	299	SHOW		
1492	Kulina	show	jopi	jopi	j o p i	j o p i	299	299	SHOW		show, point at
1612	Kulina	show	nowe	nowe	n o w e	n o w e	143	143	SHOW		
1747	Paumari	show	namitha	namitha	n a m i t h a	n a m i t h a	299	299	SHOW		
1748	Paumari	show	rajoʔi	rajoʔi	r a j o ʔ i	r a j o ʔ i	299	299	SHOW		
1820	Paumari	show	noki	noki	n o k i	n o k i	143	143	SHOW		
#
1678	Paumari	side of forest	jama	jama	j a m a	j a m a	341	341	SIDE.OF.FOREST		
#
1493	Kulina	sing	hiri	hiri	h i r i	h i r i	0		SING		
1715	Paumari	sing	ahia	ahia	a h i a	a h i a	0		SING		
#
1494	Kulina	sit	witha	witha	w i t h a	w i t h a	0		SIT		
#
1054	Jarawara	skin	atari	atari	a t a r i	a t a r i	207	207	SKIN		
1428	Kulina	skin	wapi	wapi	w a p i	w a p i	207	207	SKIN		masculine possessed
1716	Paumari	skin	asafi	asafi	a s a f i	a s a f i	207	207	SKIN		masculine possessed
1895	Sorowaha	skin	asihi	asihi	a s i h i	a s i h i	207	207	SKIN		masculine possessed
#
809	Jamamadi	skin(v)	ite	ite	i t e	i t e	78	78	SKIN		
1161	Jarawara	skin(v)	ite	ite	i t e	i t e	78	78	SKIN		
1947	Sorowaha	skin(v)	ite	ite	i t e	i t e	78	78	SKIN		
#
1055	Jarawara	sky	neme	neme	n e m e	n e m e	1001	1001	SKY		
1429	Kulina	sky	meme	meme	m e m e	m e m e	1001	1001	SKY		
#
1495	Kulina	sleep	wada	wada	w a d a	w a d a	0		SLEEP		
#
204	Banawa	sloth sp.	jao	jao	j a o	j a o	82	82	SLOTH.SP.		
537	Deni	sloth sp.	jaʔo	jaʔo	j a ʔ o	j a ʔ o	82	82	SLOTH.SP.		
812	Jamamadi	sloth sp.	jao	jao	j a o	j a o	82	82	SLOTH.SP.		
1165	Jarawara	sloth sp.	jao	jao	j a o	j a o	82	82	SLOTH.SP.		
1558	Kulina	sloth sp.	jaʔo	jaʔo	j a ʔ o	j a ʔ o	82	82	SLOTH.SP.		
#
126	Banawa	small	biri	biri	b i r i	b i r i	220	220	SMALL		small type of smth
435	Deni	small	bedeni	bedeni	b e d e n i	b e d e n i	220	220	SMALL		
436	Deni	small	biriha	biriha	b i r i h a	b i r i h a	220	220	SMALL		
437	Deni	small	hiraride	hiraride	h i r a r i d e	h i r a r i d e	220	220	SMALL		
1056	Jarawara	small	biri	biri	b i r i	b i r i	220	220	SMALL		small type of smth
1057	Jarawara	small	bite	bite	b i t e	b i t e	220	220	SMALL		
1430	Kulina	small	bedi	bedi	b e d i	b e d i	220	220	SMALL		
1431	Kulina	small	biriha	biriha	b i r i h a	b i r i h a	220	220	SMALL		
#
438	Deni	small ant with painful bite	awitha	awitha	a w i t h a	a w i t h a	15	15	SMALL.ANT.WITH.PAINFUL.BITE		
729	Jamamadi	small ant with painful bite	awita	awita	a w i t a	a w i t a	15	15	SMALL.ANT.WITH.PAINFUL.BITE		
1432	Kulina	small ant with painful bite	awitha	awitha	a w i t h a	a w i t h a	15	15	SMALL.ANT.WITH.PAINFUL.BITE		
#
127	Banawa	small bamboo sp.	afi	afi	a f i	a f i	10	10	SMALL.BAMBOO.SP.		flute made from it
439	Deni	small bamboo sp.	api	api	a p i	a p i	10	10	SMALL.BAMBOO.SP.		flute made from it
730	Jamamadi	small bamboo sp.	afi	afi	a f i	a f i	10	10	SMALL.BAMBOO.SP.		flute made from it
1058	Jarawara	small bamboo sp.	afi	afi	a f i	a f i	10	10	SMALL.BAMBOO.SP.		flute made from it
1433	Kulina	small bamboo sp.	api	api	a p i	a p i	10	10	SMALL.BAMBOO.SP.		flute made from it
#
275	Banawa	small bird sp.	biriri	biriri	b i r i r i	b i r i r i	160	160	SMALL.BIRD.SP.		
614	Deni	small bird sp.	phiriri	phiriri	p h i r i r i	p h i r i r i	160	160	SMALL.BIRD.SP.		
884	Jamamadi	small bird sp.	bi	bi	b i	b i	160	160	SMALL.BIRD.SP.		
1247	Jarawara	small bird sp.	biriri	biriri	b i r i r i	b i r i r i	160	160	SMALL.BIRD.SP.		
1622	Kulina	small bird sp.	phiriri	phiriri	p h i r i r i	p h i r i r i	160	160	SMALL.BIRD.SP.		
#
128	Banawa	small eagle	kokowi	kokowi	k o k o w i	k o k o w i	272	272	SMALL.EAGLE		
1059	Jarawara	small eagle	kokowi	kokowi	k o k o w i	k o k o w i	272	272	SMALL.EAGLE		
1717	Paumari	small eagle	kokoi	kokoi	k o k o i	k o k o i	272	272	SMALL.EAGLE		
#
1154	Jarawara	small piece	ibisiri	ibisiri	i b i s i r i	i b i s i r i	69	69	SMALL.PIECE		
1942	Sorowaha	small piece	ibisini	ibisini	i b i s i n i	i b i s i n i	69	69	SMALL.PIECE		
#
219	Banawa	small toad sp.	kawa	kawa	k a w a	k a w a	101	101	SMALL.TAOD.SP.		
553	Deni	small toad sp.	kawa	kawa	k a w a	k a w a	101	101	SMALL.TAOD.SP.		
827	Jamamadi	small toad sp.	kawa	kawa	k a w a	k a w a	101	101	SMALL.TAOD.SP.		
1180	Jarawara	small toad sp.	kawa	kawa	k a w a	k a w a	101	101	SMALL.TAOD.SP.		
1575	Kulina	small toad sp.	kawa	kawa	k a w a	k a w a	101	101	SMALL.TAOD.SP.		
1796	Paumari	small toad sp.	kapakapa	kapakapa	k a p a k a p a	k a p a k a p a	101	101	SMALL.TAOD.SP.		
#
731	Jamamadi	small turtle	bai	bai	b a i	b a i	19	19	SMALL.TURTLE		also young turtle
1434	Kulina	small turtle	baishi	baishi	b a i s h i	b a i s h i	19	19	SMALL.TURTLE		also young turtle
#
165	Banawa	smell	hisi	hisi	h i s i	h i s i	1004	1004	SMELL		sniff
253	Banawa	smell	mahi	mahi	m a h i	m a h i	129	129	SMELL		
483	Deni	smell	hishi	hishi	h i s h i	h i s h i	1004	1004	SMELL		sniff
484	Deni	smell	vad	vad	v a d	v a d	0		SMELL		
593	Deni	smell	maho	maho	m a h o	m a h o	129	129	SMELL		
769	Jamamadi	smell	hisi	hisi	h i s i	h i s i	1004	1004	SMELL		sniff
861	Jamamadi	smell	mahi	mahi	m a h i	m a h i	129	129	SMELL		
1108	Jarawara	smell	hisi	hisi	h i s i	h i s i	1004	1004	SMELL		sniff
1223	Jarawara	smell	mahi	mahi	m a h i	m a h i	129	129	SMELL		
1496	Kulina	smell	hishi	hishi	h i s h i	h i s h i	1004	1004	SMELL		sniff
1602	Kulina	smell	maho	maho	m a h o	m a h o	129	129	SMELL		
1812	Paumari	smell	mahora	mahora	m a h o r a	m a h o r a	129	129	SMELL		smell of mould
1913	Sorowaha	smell	hisina	hisina	h i s i n a	h i s i n a	1004	1004	SMELL		
1972	Sorowaha	smell	mahi	mahi	m a h i	m a h i	129	129	SMELL		
#
1435	Kulina	smoke	eshe	eshe	e s h e	e s h e	1002	1002	SMOKE		
#
440	Deni	smooth	merude	merude	m e r u d e	m e r u d e	288	288	SMOOTH		
1060	Jarawara	smooth	bono kana	bono kana	b o n o + k a n a	b o n o + k a n a	0		SMOOTH		
#
129	Banawa	snail	waho	waho	w a h o	w a h o	233	233	SNAIL		
732	Jamamadi	snail	waho	waho	w a h o	w a h o	233	233	SNAIL		
1061	Jarawara	snail	waho	waho	w a h o	w a h o	233	233	SNAIL		
1718	Paumari	snail	gaho	gaho	g a h o	g a h o	233	233	SNAIL		
1992	Sorowaha	snail	dɨhɨwa	dɨhɨwa	dɨhɨwa	dɨhɨwa	0		SNAIL		
#
